22.68,-0.000740873119096153,0.00100609211368703,0.773949632212246,-0.00440581196581213,9.16132478631093E-05,0,0,0,0
22.878,-9.04235204017001E-05,0.000887750225429459,0.771952264577168,-0.00440581196581213,9.16132478631093E-05,-0.02850585,0.00249284,-0.000397,-1.97000000000001E-05
23.077,-0.000750465883809504,0.00112968308060607,0.772934677869408,-0.0136404273504275,0.00040571581196569,-0.03801075,0.0018676,0.000118,0.0022616
23.277,-0.00116953138512246,0.00110470094487415,0.773940862371164,-0.0241733333333334,0.000510416666666624,-0.0678795,0.0018676,-6.99999999999998E-05,0.0040359
23.476,-9.04235204017001E-05,0.000887750225429459,0.771952264577168,-0.0150395614035088,-0.0015312500000001,-0.0800925,0.0018676,0.001472,0.008868
23.675,0.000676708150016497,-0.000539625104206007,0.774085446883419,-0.0120908547008548,-0.00152077991452992,-0.0800925,0.0018676,0.002886,0.0135752
23.875,0.0015279081378857,-0.00142445915241994,0.771150751858608,-0.0139890196078433,-0.000714583333333296,-0.0800925,0.0018676,0.004216,0.0176996
24.075,-0.000972779748879327,-0.00111047160423106,0.774134817994614,-0.0121566666666667,0.00313541666666672,-0.0800925,0.00249284,0.00552,0.0196489
24.277,-0.000386308953977149,-0.000932891303383879,0.773115779137817,-0.013018861788618,0.00796001016260162,-0.0800925,0.00872088,0.005565,0.0225138
24.477,0.00138311619631487,-0.000932891303383879,0.773115779137817,-0.010017777777778,0.0099993055555555,-0.0800925,0.01245608,0.004801,0.0229497
24.677,0.00187069022481087,-0.00176008641384041,0.773186852043201,-0.0102062393162394,0.0128651175213674,-0.0800925,0.01432368,0.003903,0.0220455
24.878,0.00175810170651183,-0.00216903779136986,0.772218062125573,-0.00924000000000014,0.0174854166666666,-0.0800925,0.0174377,0.002995,0.0213821
25.077,0.00193171298010303,-0.00182727420391275,0.771185304953215,-0.00947333333333333,0.0197429166666666,-0.07873845,0.0193053,0.003118,0.0220329
25.278,0.00171538362614723,-0.00240267085653954,0.773241447911324,-0.00930581196581204,0.0196916132478632,-0.07873845,0.01993054,0.0036,0.0220664
25.479,0.00160534747764032,-0.00370078602304261,0.7733500990546,-0.00947333333333333,0.0197429166666666,-0.07873845,0.01993054,0.004739,0.0215456
25.68,0.00164003420524891,-0.00492961450088326,0.773450929546126,-0.00947333333333333,0.0197429166666666,-0.07873845,0.01993054,0.00567,0.0206781
25.882,0.00303312088677471,-0.00643523838574874,0.772568650247313,-0.00947333333333333,0.0201104166666667,-0.07873845,0.01993054,0.006329,0.0170491
26.083,0.00286320125473635,-0.00692655061155859,0.773610595081512,-0.00947333333333333,0.0201104166666667,-0.07873845,0.01993054,0.006565,0.014908
26.285,0.00332497594046993,-0.00842020485509581,0.771720738150726,-0.00947333333333333,0.0201104166666667,-0.07873845,0.01993054,0.00618,0.0147425
26.486,0.00208117760828269,-0.0105191023433068,0.772882045006329,-0.00964085470085485,0.019545032051282,-0.07873845,0.01993054,0.005345,0.0154904
26.686,0.00211106174618453,-0.0107746873441271,0.772900936823745,-0.0119233333333334,0.0152104166666667,-0.07873845,0.01868412,0.005539,0.0164516
26.887,0.00155501749508039,-0.00998887464828371,0.772842581667482,-0.01225,0.01715,-0.07873845,0.0155701,0.008336,0.0221849
27.088,0.00147084252567661,-0.00903989057320988,0.772771038195614,-0.0120908547008548,0.0172416132478631,-0.07873845,0.0155701,0.015859,0.0326419
27.291,0.000553083680355448,-0.00852791685894316,0.771729015094405,-0.0116900000000001,0.0174854166666666,-0.07873845,0.0155701,0.023718,0.0408665
27.492,-1.57627387805392E-05,-0.00838320915418926,0.772720845137353,-0.0121566666666667,0.0202854166666667,-0.07873845,0.01619128,0.02578,0.0440154
27.695,-0.000424993954332237,-0.00738742493205177,0.773646707646033,-0.00775623931623937,0.0324651175213675,-0.0773844,0.02117696,0.025027,0.0481719
27.898,0.00068991749071029,-0.00838585100147474,0.772721048189974,-0.00241499999999995,0.0422770833333334,-0.0678795,0.0311402,0.020172,0.0525545
28.1,0.00060749037850874,-0.0121670199612653,0.770997178293375,-0.0033483333333334,0.0444159722222222,-0.0597375,0.03612182,0.009879,0.0506659
28.302,0.00264755642992892,-0.0127038562897174,0.772038254564569,-0.00245000000000006,0.0489999999999999,-0.0597375,0.03861466,-0.003117,0.0375603
28.503,0.00424179591897603,-0.012107033797985,0.77199544934377,-0.00278956140350883,0.0564520833333333,-0.0597375,0.04359628,-0.022244,0.0287353
28.703,0.00502118743093735,-0.00815182051387337,0.770697064589231,-0.00457333333333343,0.0568604166666666,-0.0597375,0.04608506,-0.029287,0.0108204
28.904,0.00399292822289643,-0.00318643265776604,0.771300328416089,-0.0145408547008549,0.0564416132478631,-0.06923355,0.04608506,-0.033265,-0.004852
29.104,0.00188150531060999,-0.0014688276110832,0.769147169239196,-0.0241733333333334,0.0446104166666667,-0.0895974,0.03798942,-0.031124,-0.0163195
29.305,-0.0016091623970359,-0.00141245867986546,0.771149719218022,-0.0266233333333333,0.0348104166666666,-0.1045362,0.02677976,-0.025941,-0.0226467
29.506,0.00130050024413178,-0.000846884232660175,0.769093299025843,-0.028528888888889,0.0155215277777777,-0.10996125,0.0137025,-0.018492,-0.0246178
29.709,0.00168065000264775,0.000536508690005211,0.770979513663839,-0.0290733333333334,-0.00438958333333339,-0.1126782,-0.00124642,-0.01299,-0.0236966
29.912,-0.00533317952734427,0.00334057303068534,0.774742823623629,-0.0290733333333334,-0.0166395833333334,-0.1126782,-0.01120966,-0.013976,-0.0107829
30.116,-0.00948968855205953,0.00551428984943156,0.77353574153151,-0.028528888888889,-0.0212284722222224,-0.1126782,-0.0155701,-0.012442,-0.0104592
30.329,-0.0145990137439696,0.0042017761209972,0.771650315608227,-0.0209904273504274,-0.0216442841880343,-0.1045362,-0.01806294,-0.015158,-0.0061562
30.53,-0.0185978216048968,0.00447351419000123,0.771624920262451,-0.0228188617886179,-0.0189899898373984,-0.0991023,-0.01806294,-0.017248,-0.003345
30.732,-0.0175757480143176,0.00457775230201354,0.772619534061096,-0.0214900000000001,-0.0119145833333334,-0.09774825,-0.01245608,-0.019202,-0.0014689
30.935,-0.0132192364860143,0.00483324340723862,0.772595565410325,-0.0218908547008548,-0.01377077991453,-0.09774825,-0.00872088,-0.020178,0.0006154
31.138,-0.0108220478094543,0.00470364262589733,0.771603338061071,-0.0215558119658121,-0.00887077991453,-0.09774825,-0.00747446,-0.020315,0.002079
31.341,-0.0102986089070213,0.00341000194696796,0.771723760715086,-0.0215558119658121,-0.00480838675213691,-0.09774825,-0.00249284,-0.020211,0.001992
31.543,-0.00991637374498364,0.00208412947477238,0.77284899679954,-0.0214900000000001,-0.00701458333333338,-0.09774825,-0.00124642,-0.020763,0.0009634
31.745,-0.0105287426824381,0.00129264482197587,0.772920132833018,-0.0218908547008548,-0.00152077991452992,-0.09774825,-0.00124642,-0.021515,0.0028458
31.95,-0.0118234473701842,0.000792343486612015,0.772964676838021,-0.0221217073170733,-0.00215868902439031,-0.10045635,0.0037352,-0.021369,0.0035637
32.155,-0.0129548519185975,0.000943161677547613,0.773955222352523,-0.0221217073170733,-0.00172047764227645,-0.10045635,0.00311402,-0.019741,0.0029805
32.356,-0.0127647144297912,0.0010627928051363,0.770932701349401,-0.0241733333333334,-0.00193958333333333,-0.10045635,0.00311402,-0.019158,0.0049227
32.563,-0.0158502197920856,0.00130887034478544,0.771914690965145,-0.0233136842105265,-0.00193958333333333,-0.1031733,0.00311402,-0.017788,0.0030477
32.77,-0.0178925519757917,0.00199410362275593,0.771853057370675,-0.0239400000000001,-0.00176458333333329,-0.1031733,0.0037352,-0.017186,0.0033293
32.973,-0.0194303063721319,0.00063865459071237,0.771974380652648,-0.023628888888889,-0.00162847222222229,-0.1031733,0.00311402,-0.018283,0.0028795
33.176,-0.0233045036792345,-0.00165686423624847,0.773178031839399,-0.0238466666666667,-0.0014291666666667,-0.1031733,0.00311402,-0.021958,-0.0026604
33.378,-0.0250164177010388,-0.00284253886973353,0.773278510303274,-0.0238466666666667,-0.0014291666666667,-0.1031733,0.00311402,-0.023419,-0.0049395
33.581,-0.0213543529658368,-0.00358729613678083,0.774344121864315,-0.0238466666666667,-0.0014291666666667,-0.1031733,0.00311402,-0.024304,-0.0047319
33.785,-0.0157835959441441,0.000976486212330749,0.769936429215156,-0.0237749593495936,-0.00215868902439031,-0.1031733,0.0037352,-0.024511,-0.0055656
33.985,-0.0140560243001762,0.00337572031879932,0.772731157917435,-0.0286890196078432,-0.00561458333333331,-0.10589025,0.00124642,-0.017614,-0.0009397
34.186,-0.0104900454890923,0.00587505251909522,0.77249694661211,-0.0292326829268295,-0.00484771341463419,-0.11132415,-0.00124642,-0.009354,0.0032946
34.387,-0.00952088387034911,0.00488707576762971,0.773594911660627,-0.0288753535353535,-0.00552796717171722,-0.11403225,-0.0018676,-0.004707,0.0072256
34.587,-0.0102723686383673,0.00526798695385686,0.773559038438018,-0.0290733333333334,-0.00475708333333336,-0.11539515,-0.0018676,-0.000469,0.0079564
34.788,-0.0114415131908996,0.004890686688648,0.773594572481874,-0.0226012500000001,-0.00214375,-0.11403225,-0.00124642,0.001384,0.0058851
34.988,-0.00787196252058009,0.00534937373834252,0.772546885118316,-0.0128012500000001,0.00275625000000002,-0.0950313,0.00249284,0.003719,0.00166
35.189,-0.00619521121515887,0.00599577943066403,0.773489970612632,-0.0168233333333334,0.00332791666666665,-0.08824335,0.00684922,0.005517,-0.001834
35.391,-0.00650137505175233,0.00501497099800832,0.772578464937941,-0.0140466666666668,0.00347083333333331,-0.08824335,0.00747446,0.00673,-0.0045094
